BooleanUtils.negate/1	EXIT	(return == null)  <==>  (orig(bool) == null)
BooleanUtils.negate/1	EXIT	orig(bool) in org.apache.commons.lang3.BooleanUtils.BOOLEAN_LIST[]
BooleanUtils.negate/1	EXIT	return == null
BooleanUtils.negate/1	EXIT	return in org.apache.commons.lang3.BooleanUtils.BOOLEAN_LIST[]
BooleanUtils.or/1	ENTER	array != null
BooleanUtils.or/1	ENTER	size(org.apache.commons.lang3.BooleanUtils.BOOLEAN_LIST[]) == size(array[])
BooleanUtils.or/1	EXIT	(array[] == [0, 0])  <==>  (return == false)
BooleanUtils.or/1	EXIT	(array[] == [0, 0])  ==>  (array[] elements == false)
BooleanUtils.or/1	EXIT	(array[] == [0, 0])  ==>  (array[] elements == return)
BooleanUtils.or/1	EXIT	(array[] one of { [0, 1], [1, 0], [1, 1] })  <==>  (return == true)
BooleanUtils.or/1	EXIT	array[] == [0, 0]
BooleanUtils.or/1	EXIT	array[] elements == false
BooleanUtils.or/1	EXIT	array[] elements == return
BooleanUtils.or/1	EXIT	array[] one of { [0, 1], [1, 0], [1, 1] }
BooleanUtils.or/1	EXIT	return == false
BooleanUtils.or/1	EXIT	return == true
BooleanUtils.or/1	EXIT	return in array[]
BooleanUtils.toInteger/1	EXIT	return <= size(org.apache.commons.lang3.BooleanUtils.BOOLEAN_LIST[])-1
BooleanUtils.toInteger/1	EXIT	return one of { 0, 1 }
BooleanUtils.toString/3	ENTER	falseString != null
BooleanUtils.toString/3	ENTER	falseString.toString one of { "false", "no" }
BooleanUtils.toString/3	ENTER	org.apache.commons.lang3.BooleanUtils.FALSE.toString < trueString.toString
BooleanUtils.toString/3	ENTER	org.apache.commons.lang3.BooleanUtils.FALSE.toString <= falseString.toString
BooleanUtils.toString/3	ENTER	org.apache.commons.lang3.BooleanUtils.NO.toString < trueString.toString
BooleanUtils.toString/3	ENTER	org.apache.commons.lang3.BooleanUtils.NO.toString >= falseString.toString
BooleanUtils.toString/3	ENTER	org.apache.commons.lang3.BooleanUtils.OFF.toString < trueString.toString
BooleanUtils.toString/3	ENTER	org.apache.commons.lang3.BooleanUtils.OFF.toString > falseString.toString
BooleanUtils.toString/3	ENTER	org.apache.commons.lang3.BooleanUtils.ON.toString < trueString.toString
BooleanUtils.toString/3	ENTER	org.apache.commons.lang3.BooleanUtils.ON.toString > falseString.toString
BooleanUtils.toString/3	ENTER	org.apache.commons.lang3.BooleanUtils.TRUE.toString <= trueString.toString
BooleanUtils.toString/3	ENTER	org.apache.commons.lang3.BooleanUtils.TRUE.toString > falseString.toString
BooleanUtils.toString/3	ENTER	org.apache.commons.lang3.BooleanUtils.YES.toString > falseString.toString
BooleanUtils.toString/3	ENTER	org.apache.commons.lang3.BooleanUtils.YES.toString >= trueString.toString
BooleanUtils.toString/3	ENTER	trueString != null
BooleanUtils.toString/3	ENTER	trueString.toString > falseString.toString
BooleanUtils.toString/3	ENTER	trueString.toString one of { "true", "yes" }
BooleanUtils.toString/3	EXIT	falseString.toString <= return.toString
BooleanUtils.toString/3	EXIT	falseString.toString one of { "false", "no" }
BooleanUtils.toString/3	EXIT	org.apache.commons.lang3.BooleanUtils.FALSE.toString < trueString.toString
BooleanUtils.toString/3	EXIT	org.apache.commons.lang3.BooleanUtils.FALSE.toString <= falseString.toString
BooleanUtils.toString/3	EXIT	org.apache.commons.lang3.BooleanUtils.FALSE.toString <= return.toString
BooleanUtils.toString/3	EXIT	org.apache.commons.lang3.BooleanUtils.NO.toString < trueString.toString
BooleanUtils.toString/3	EXIT	org.apache.commons.lang3.BooleanUtils.NO.toString >= falseString.toString
BooleanUtils.toString/3	EXIT	org.apache.commons.lang3.BooleanUtils.OFF.toString != return.toString
BooleanUtils.toString/3	EXIT	org.apache.commons.lang3.BooleanUtils.OFF.toString < trueString.toString
BooleanUtils.toString/3	EXIT	org.apache.commons.lang3.BooleanUtils.OFF.toString > falseString.toString
BooleanUtils.toString/3	EXIT	org.apache.commons.lang3.BooleanUtils.ON.toString != return.toString
BooleanUtils.toString/3	EXIT	org.apache.commons.lang3.BooleanUtils.ON.toString < trueString.toString
BooleanUtils.toString/3	EXIT	org.apache.commons.lang3.BooleanUtils.ON.toString > falseString.toString
BooleanUtils.toString/3	EXIT	org.apache.commons.lang3.BooleanUtils.TRUE.toString <= trueString.toString
BooleanUtils.toString/3	EXIT	org.apache.commons.lang3.BooleanUtils.TRUE.toString > falseString.toString
BooleanUtils.toString/3	EXIT	org.apache.commons.lang3.BooleanUtils.YES.toString > falseString.toString
BooleanUtils.toString/3	EXIT	org.apache.commons.lang3.BooleanUtils.YES.toString >= return.toString
BooleanUtils.toString/3	EXIT	org.apache.commons.lang3.BooleanUtils.YES.toString >= trueString.toString
BooleanUtils.toString/3	EXIT	return != null
BooleanUtils.toString/3	EXIT	trueString.toString > falseString.toString
BooleanUtils.toString/3	EXIT	trueString.toString >= return.toString
BooleanUtils.toString/3	EXIT	trueString.toString one of { "true", "yes" }
BooleanUtils.toStringTrueFalse/1	EXIT	org.apache.commons.lang3.BooleanUtils.FALSE.toString <= return.toString
BooleanUtils.toStringTrueFalse/1	EXIT	org.apache.commons.lang3.BooleanUtils.NO.toString != return.toString
BooleanUtils.toStringTrueFalse/1	EXIT	org.apache.commons.lang3.BooleanUtils.OFF.toString != return.toString
BooleanUtils.toStringTrueFalse/1	EXIT	org.apache.commons.lang3.BooleanUtils.ON.toString != return.toString
BooleanUtils.toStringTrueFalse/1	EXIT	org.apache.commons.lang3.BooleanUtils.TRUE.toString >= return.toString
BooleanUtils.toStringTrueFalse/1	EXIT	org.apache.commons.lang3.BooleanUtils.YES.toString > return.toString
BooleanUtils.toStringTrueFalse/1	EXIT	return.toString one of { "false", "true" }
BooleanUtils.toStringYesNo/1	EXIT	org.apache.commons.lang3.BooleanUtils.FALSE.toString < return.toString
BooleanUtils.toStringYesNo/1	EXIT	org.apache.commons.lang3.BooleanUtils.NO.toString <= return.toString
BooleanUtils.toStringYesNo/1	EXIT	org.apache.commons.lang3.BooleanUtils.OFF.toString != return.toString
BooleanUtils.toStringYesNo/1	EXIT	org.apache.commons.lang3.BooleanUtils.ON.toString != return.toString
BooleanUtils.toStringYesNo/1	EXIT	org.apache.commons.lang3.BooleanUtils.TRUE.toString != return.toString
BooleanUtils.toStringYesNo/1	EXIT	org.apache.commons.lang3.BooleanUtils.YES.toString >= return.toString
BooleanUtils.toStringYesNo/1	EXIT	return.toString one of { "no", "yes" }
BooleanUtils.xor/1	ENTER	array != null
BooleanUtils.xor/1	ENTER	size(org.apache.commons.lang3.BooleanUtils.BOOLEAN_LIST[]) == size(array[])
BooleanUtils.xor/1	EXIT	(array[] one of { [0, 0], [1, 1] })  <==>  (return == false)
BooleanUtils.xor/1	EXIT	(array[] one of { [0, 0], [1, 1] })  ==>  (array[] elements are equal)
BooleanUtils.xor/1	EXIT	(array[] one of { [0, 1], [1, 0] })  <==>  (return == true)
BooleanUtils.xor/1	EXIT	(array[] one of { [0, 1], [1, 0] })  ==>  (return in array[])
BooleanUtils.xor/1	EXIT	array[] elements are equal
BooleanUtils.xor/1	EXIT	array[] one of { [0, 0], [1, 1] }
BooleanUtils.xor/1	EXIT	array[] one of { [0, 1], [1, 0] }
BooleanUtils.xor/1	EXIT	return == false
BooleanUtils.xor/1	EXIT	return == true
BooleanUtils.xor/1	EXIT	return in array[]
CharUtils.isAscii/1	ENTER	ch != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR-1]
CharUtils.isAscii/1	ENTER	ch != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR]
CharUtils.isAscii/1	ENTER	ch != size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])
CharUtils.isAscii/1	ENTER	ch != size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])-1
CharUtils.isAscii/1	ENTER	ch != size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[])
CharUtils.isAscii/1	ENTER	ch != size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[])-1
CharUtils.isAscii/1	ENTER	org.apache.commons.lang3.CharUtils.CR != ch
CharUtils.isAscii/1	ENTER	org.apache.commons.lang3.CharUtils.LF <= ch
CharUtils.isAscii/1	ENTER	org.apache.commons.lang3.CharUtils.NUL < ch
CharUtils.isAscii/1	EXIT	(return == false)  <==>  (orig(ch) == 200)
CharUtils.isAscii/1	EXIT	(return == true)  <==>  (orig(ch) < size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])-1)
CharUtils.isAscii/1	EXIT	orig(ch) != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR-1]
CharUtils.isAscii/1	EXIT	orig(ch) != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR]
CharUtils.isAscii/1	EXIT	orig(ch) != size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])
CharUtils.isAscii/1	EXIT	orig(ch) != size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])-1
CharUtils.isAscii/1	EXIT	orig(ch) != size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[])
CharUtils.isAscii/1	EXIT	orig(ch) != size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[])-1
CharUtils.isAscii/1	EXIT	orig(ch) < size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])-1
CharUtils.isAscii/1	EXIT	orig(ch) == 200
CharUtils.isAscii/1	EXIT	return == false
CharUtils.isAscii/1	EXIT	return == true
CharUtils.isAsciiAlpha/1	ENTER	ch != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR-1]
CharUtils.isAsciiAlpha/1	ENTER	ch != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR]
CharUtils.isAsciiAlpha/1	ENTER	ch != size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])
CharUtils.isAsciiAlpha/1	ENTER	ch != size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])-1
CharUtils.isAsciiAlpha/1	ENTER	ch != size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[])
CharUtils.isAsciiAlpha/1	ENTER	ch != size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[])-1
CharUtils.isAsciiAlpha/1	ENTER	org.apache.commons.lang3.CharUtils.CR != ch
CharUtils.isAsciiAlpha/1	ENTER	org.apache.commons.lang3.CharUtils.LF <= ch
CharUtils.isAsciiAlpha/1	ENTER	org.apache.commons.lang3.CharUtils.NUL < ch
CharUtils.isAsciiAlpha/1	EXIT	(return == false)  ==>  (orig(ch) != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.LF])
CharUtils.isAsciiAlpha/1	EXIT	(return == true)  ==>  (org.apache.commons.lang3.CharUtils.CR < orig(ch))
CharUtils.isAsciiAlpha/1	EXIT	(return == true)  ==>  (org.apache.commons.lang3.CharUtils.LF < orig(ch))
CharUtils.isAsciiAlpha/1	EXIT	(return == true)  ==>  (orig(ch) < org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR-1])
CharUtils.isAsciiAlpha/1	EXIT	(return == true)  ==>  (orig(ch) < org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR])
CharUtils.isAsciiAlpha/1	EXIT	(return == true)  ==>  (orig(ch) < size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])-1)
CharUtils.isAsciiAlpha/1	EXIT	(return == true)  ==>  (orig(ch) <= org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.LF])
CharUtils.isAsciiAlpha/1	EXIT	(return == true)  ==>  (orig(ch) > org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.LF-1])
CharUtils.isAsciiAlpha/1	EXIT	(return == true)  ==>  (orig(ch) > org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.NUL])
CharUtils.isAsciiAlpha/1	EXIT	(return == true)  ==>  (orig(ch) > size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[]))
CharUtils.isAsciiAlpha/1	EXIT	(return == true)  ==>  (orig(ch) one of { 90, 97 })
CharUtils.isAsciiAlpha/1	EXIT	org.apache.commons.lang3.CharUtils.CR < orig(ch)
CharUtils.isAsciiAlpha/1	EXIT	org.apache.commons.lang3.CharUtils.LF < orig(ch)
CharUtils.isAsciiAlpha/1	EXIT	orig(ch) != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR-1]
CharUtils.isAsciiAlpha/1	EXIT	orig(ch) != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR]
CharUtils.isAsciiAlpha/1	EXIT	orig(ch) != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.LF]
CharUtils.isAsciiAlpha/1	EXIT	orig(ch) != size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])
CharUtils.isAsciiAlpha/1	EXIT	orig(ch) != size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])-1
CharUtils.isAsciiAlpha/1	EXIT	orig(ch) != size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[])
CharUtils.isAsciiAlpha/1	EXIT	orig(ch) != size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[])-1
CharUtils.isAsciiAlpha/1	EXIT	orig(ch) < org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR-1]
CharUtils.isAsciiAlpha/1	EXIT	orig(ch) < org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR]
CharUtils.isAsciiAlpha/1	EXIT	orig(ch) < size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])-1
CharUtils.isAsciiAlpha/1	EXIT	orig(ch) <= org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.LF]
CharUtils.isAsciiAlpha/1	EXIT	orig(ch) > org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.LF-1]
CharUtils.isAsciiAlpha/1	EXIT	orig(ch) > org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.NUL]
CharUtils.isAsciiAlpha/1	EXIT	orig(ch) > size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[])
CharUtils.isAsciiAlpha/1	EXIT	orig(ch) one of { 90, 97 }
CharUtils.isAsciiAlpha/1	EXIT	return == false
CharUtils.isAsciiAlpha/1	EXIT	return == true
CharUtils.isAsciiAlphaLower/1	ENTER	ch != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR-1]
CharUtils.isAsciiAlphaLower/1	ENTER	ch != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR]
CharUtils.isAsciiAlphaLower/1	ENTER	ch != size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])
CharUtils.isAsciiAlphaLower/1	ENTER	ch != size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])-1
CharUtils.isAsciiAlphaLower/1	ENTER	ch != size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[])
CharUtils.isAsciiAlphaLower/1	ENTER	ch != size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[])-1
CharUtils.isAsciiAlphaLower/1	ENTER	org.apache.commons.lang3.CharUtils.CR != ch
CharUtils.isAsciiAlphaLower/1	ENTER	org.apache.commons.lang3.CharUtils.LF <= ch
CharUtils.isAsciiAlphaLower/1	ENTER	org.apache.commons.lang3.CharUtils.NUL < ch
CharUtils.isAsciiAlphaLower/1	EXIT	(return == false)  <==>  (orig(ch) != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.LF])
CharUtils.isAsciiAlphaLower/1	EXIT	(return == true)  <==>  (orig(ch) == org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.LF])
CharUtils.isAsciiAlphaLower/1	EXIT	(return == true)  ==>  (orig(ch) == 97)
CharUtils.isAsciiAlphaLower/1	EXIT	orig(ch) != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR-1]
CharUtils.isAsciiAlphaLower/1	EXIT	orig(ch) != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR]
CharUtils.isAsciiAlphaLower/1	EXIT	orig(ch) != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.LF]
CharUtils.isAsciiAlphaLower/1	EXIT	orig(ch) != size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])
CharUtils.isAsciiAlphaLower/1	EXIT	orig(ch) != size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])-1
CharUtils.isAsciiAlphaLower/1	EXIT	orig(ch) != size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[])
CharUtils.isAsciiAlphaLower/1	EXIT	orig(ch) != size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[])-1
CharUtils.isAsciiAlphaLower/1	EXIT	orig(ch) == 97
CharUtils.isAsciiAlphaLower/1	EXIT	orig(ch) == org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.LF]
CharUtils.isAsciiAlphaLower/1	EXIT	return == false
CharUtils.isAsciiAlphaLower/1	EXIT	return == true
CharUtils.isAsciiAlphaUpper/1	ENTER	ch != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR-1]
CharUtils.isAsciiAlphaUpper/1	ENTER	ch != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR]
CharUtils.isAsciiAlphaUpper/1	ENTER	ch != size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])
CharUtils.isAsciiAlphaUpper/1	ENTER	ch != size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])-1
CharUtils.isAsciiAlphaUpper/1	ENTER	ch != size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[])
CharUtils.isAsciiAlphaUpper/1	ENTER	ch != size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[])-1
CharUtils.isAsciiAlphaUpper/1	ENTER	org.apache.commons.lang3.CharUtils.CR != ch
CharUtils.isAsciiAlphaUpper/1	ENTER	org.apache.commons.lang3.CharUtils.LF <= ch
CharUtils.isAsciiAlphaUpper/1	ENTER	org.apache.commons.lang3.CharUtils.NUL < ch
CharUtils.isAsciiAlphaUpper/1	EXIT	(return == true)  ==>  (orig(ch) == 90)
CharUtils.isAsciiAlphaUpper/1	EXIT	orig(ch) != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR-1]
CharUtils.isAsciiAlphaUpper/1	EXIT	orig(ch) != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR]
CharUtils.isAsciiAlphaUpper/1	EXIT	orig(ch) != size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])
CharUtils.isAsciiAlphaUpper/1	EXIT	orig(ch) != size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])-1
CharUtils.isAsciiAlphaUpper/1	EXIT	orig(ch) != size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[])
CharUtils.isAsciiAlphaUpper/1	EXIT	orig(ch) != size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[])-1
CharUtils.isAsciiAlphaUpper/1	EXIT	orig(ch) == 90
CharUtils.isAsciiAlphaUpper/1	EXIT	return == false
CharUtils.isAsciiAlphaUpper/1	EXIT	return == true
CharUtils.isAsciiAlphanumeric/1	ENTER	ch != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR-1]
CharUtils.isAsciiAlphanumeric/1	ENTER	ch != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR]
CharUtils.isAsciiAlphanumeric/1	ENTER	ch != size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])
CharUtils.isAsciiAlphanumeric/1	ENTER	ch != size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])-1
CharUtils.isAsciiAlphanumeric/1	ENTER	ch != size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[])
CharUtils.isAsciiAlphanumeric/1	ENTER	ch != size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[])-1
CharUtils.isAsciiAlphanumeric/1	ENTER	org.apache.commons.lang3.CharUtils.CR != ch
CharUtils.isAsciiAlphanumeric/1	ENTER	org.apache.commons.lang3.CharUtils.LF <= ch
CharUtils.isAsciiAlphanumeric/1	ENTER	org.apache.commons.lang3.CharUtils.NUL < ch
CharUtils.isAsciiAlphanumeric/1	EXIT	(return == false)  ==>  (orig(ch) != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.LF-1])
CharUtils.isAsciiAlphanumeric/1	EXIT	(return == false)  ==>  (orig(ch) != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.LF])
CharUtils.isAsciiAlphanumeric/1	EXIT	(return == false)  ==>  (orig(ch) != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.NUL])
CharUtils.isAsciiAlphanumeric/1	EXIT	(return == true)  ==>  (org.apache.commons.lang3.CharUtils.CR < orig(ch))
CharUtils.isAsciiAlphanumeric/1	EXIT	(return == true)  ==>  (org.apache.commons.lang3.CharUtils.LF < orig(ch))
CharUtils.isAsciiAlphanumeric/1	EXIT	(return == true)  ==>  (orig(ch) < org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR-1])
CharUtils.isAsciiAlphanumeric/1	EXIT	(return == true)  ==>  (orig(ch) < org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR])
CharUtils.isAsciiAlphanumeric/1	EXIT	(return == true)  ==>  (orig(ch) < size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])-1)
CharUtils.isAsciiAlphanumeric/1	EXIT	(return == true)  ==>  (orig(ch) <= org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.LF])
CharUtils.isAsciiAlphanumeric/1	EXIT	(return == true)  ==>  (orig(ch) > size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[]))
CharUtils.isAsciiAlphanumeric/1	EXIT	(return == true)  ==>  (orig(ch) >= org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.NUL])
CharUtils.isAsciiAlphanumeric/1	EXIT	org.apache.commons.lang3.CharUtils.CR < orig(ch)
CharUtils.isAsciiAlphanumeric/1	EXIT	org.apache.commons.lang3.CharUtils.LF < orig(ch)
CharUtils.isAsciiAlphanumeric/1	EXIT	orig(ch) != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR-1]
CharUtils.isAsciiAlphanumeric/1	EXIT	orig(ch) != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR]
CharUtils.isAsciiAlphanumeric/1	EXIT	orig(ch) != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.LF-1]
CharUtils.isAsciiAlphanumeric/1	EXIT	orig(ch) != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.LF]
CharUtils.isAsciiAlphanumeric/1	EXIT	orig(ch) != org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.NUL]
CharUtils.isAsciiAlphanumeric/1	EXIT	orig(ch) != size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])
CharUtils.isAsciiAlphanumeric/1	EXIT	orig(ch) != size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])-1
CharUtils.isAsciiAlphanumeric/1	EXIT	orig(ch) != size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[])
CharUtils.isAsciiAlphanumeric/1	EXIT	orig(ch) != size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[])-1
CharUtils.isAsciiAlphanumeric/1	EXIT	orig(ch) < org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR-1]
CharUtils.isAsciiAlphanumeric/1	EXIT	orig(ch) < org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.CR]
CharUtils.isAsciiAlphanumeric/1	EXIT	orig(ch) < size(org.apache.commons.lang3.CharUtils.CHAR_STRING_ARRAY[])-1
CharUtils.isAsciiAlphanumeric/1	EXIT	orig(ch) <= org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.LF]
CharUtils.isAsciiAlphanumeric/1	EXIT	orig(ch) > size(org.apache.commons.lang3.CharUtils.HEX_DIGITS[])
CharUtils.isAsciiAlphanumeric/1	EXIT	orig(ch) >= org.apache.commons.lang3.CharUtils.HEX_DIGITS[org.apache.commons.lang3.CharUtils.NUL]
